index,split,gain
EXT_SOURCE_2,3987,161123.9083018303
EXT_SOURCE_3,3845,150579.64862251282
EXT_SOURCE_1,3728,65310.110469818115
ORGANIZATION_TYPE,4884,63836.25035190582
DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,2528,32622.547589302063
bureau_501_DAYS_CREDIT_max,2690,31460.108456134796
AMT_ANNUITY,2636,29434.67859363556
ins_302_AMT_PAYMENT_min,2103,28929.442145824432
ins_301_AMT_PAYMENT_min,2408,28816.892419815063
EXT_SOURCE_1-by-AMT_INCOME_TOTAL,2393,28221.368310451508
DAYS_EMPLOYED-DAYS_BIRTH,2629,27202.855635643005
bureau_501_DAYS_CREDIT_mean,1862,27182.397188186646
DAYS_ID_PUBLISH-DAYS_EMPLOYED,2475,25830.17654275894
AMT_ANNUITY-by-AMT_INCOME_TOTAL,2333,25242.75382041931
DAYS_ID_PUBLISH,2321,24592.875781059265
DAYS_BIRTH,1968,24353.24477005005
OCCUPATION_TYPE,1533,24294.87334871292
DAYS_ID_PUBLISH-DAYS_BIRTH,2150,23150.717264175415
AMT_CREDIT,1981,22519.633688926697
DAYS_REGISTRATION-DAYS_EMPLOYED,2198,22400.235748291016
pos_201_CNT_INSTALMENT_FUTURE_mean,1866,21621.36383676529
DAYS_LAST_PHONE_CHANGE,1972,20959.86682987213
bureau_501_DAYS_CREDIT_ENDDATE_max,2027,20912.740594387054
bureau_501_DAYS_ENDDATE_FACT_max,2008,20431.470133304596
AMT_GOODS_PRICE,1686,20353.858251094818
AMT_INCOME_TOTAL-AMT_CREDIT,1758,19729.672436714172
DAYS_EMPLOYED,1793,19637.126462459564
prev_101_HOUR_APPR_PROCESS_START_mean,1869,19566.946412086487
bureau_501_AMT_CREDIT_SUM_DEBT_mean,1722,19451.673429965973
DAYS_REGISTRATION,1886,19416.31391477585
DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,1905,18911.117738246918
bureau_501_DAYS_CREDIT_ENDDATE_mean,1752,18353.95479440689
DAYS_REGISTRATION-DAYS_BIRTH,1828,18345.549349308014
AMT_INCOME_TOTAL-AMT_ANNUITY,1833,18260.824892044067
DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,1727,18123.06394815445
pos_201_CNT_INSTALMENT_FUTURE_std,1643,18083.488053798676
bureau_501_AMT_CREDIT_SUM_DEBT_std,1651,17881.089572906494
bureau_501_DAYS_CREDIT_std,1758,17814.563320159912
prev_101_CNT_PAYMENT_std,1575,17460.15697336197
bureau_501_DAYS_CREDIT_ENDDATE_std,1756,17431.357357501984
OWN_CAR_AGE,1434,17417.045974254608
AMT_CREDIT-by-AMT_INCOME_TOTAL,1634,17184.278688430786
bureau_501_DAYS_CREDIT_UPDATE_max,1664,17127.819834709167
prev_101_CNT_PAYMENT_mean,1493,17075.356380939484
bureau_501_AMT_CREDIT_SUM_mean,1636,16976.274887561798
DAYS_LAST_PHONE_CHANGE-DAYS_REGISTRATION,1712,16933.068418502808
DAYS_ID_PUBLISH-DAYS_REGISTRATION,1724,16928.23582458496
REGION_POPULATION_RELATIVE,1698,16919.25533437729
bureau_501_AMT_CREDIT_SUM_std,1654,16700.299778461456
bureau_501_AMT_CREDIT_SUM_min,1663,16593.562923908234
bureau_501_DAYS_ENDDATE_FACT_std,1634,16592.777585983276
bureau_501_SK_ID_BUREAU_min,1641,16419.905232429504
bureau_501_DAYS_CREDIT_UPDATE_std,1611,16351.03957271576
prev_101_AMT_ANNUITY_min,1563,15866.697024345398
AMT_GOODS_PRICE-by-AMT_INCOME_TOTAL,1569,15792.144501209259
AMT_INCOME_TOTAL-AMT_GOODS_PRICE,1536,15788.333535671234
bureau_501_DAYS_ENDDATE_FACT_mean,1552,15644.856885910034
bureau_501_AMT_CREDIT_SUM_sum,1502,15638.449907779694
prev_101_HOUR_APPR_PROCESS_START_std,1553,15429.856616973877
bureau_501_SK_ID_BUREAU_max,1530,15332.980553627014
ins_301_AMT_PAYMENT_sum,1283,15254.450315475464
prev_101_AMT_DOWN_PAYMENT_max,1406,15181.761725902557
bureau_501_DAYS_ENDDATE_FACT_min,1481,15055.102285385132
bureau_501_AMT_CREDIT_SUM_max,1433,14861.520175933838
bureau_501_DAYS_CREDIT_ENDDATE_sum,1457,14832.474358081818
bureau_501_DAYS_CREDIT_UPDATE_mean,1348,14752.646772384644
bureau_501_AMT_CREDIT_SUM_DEBT_sum,1355,14615.524825572968
ins_302_DAYS_ENTRY_PAYMENT_std,1402,14442.00073671341
ins_301_AMT_PAYMENT_mean,1374,14432.32818365097
bureau_501_AMT_CREDIT_SUM_DEBT_max,1390,14385.425461769104
prev_101_AMT_DOWN_PAYMENT_mean,1372,14243.136250019073
bureau_501_SK_ID_BUREAU_mean,1426,14212.602291584015
prev_101_DAYS_DECISION_max,1416,14136.031426429749
prev_101_RATE_DOWN_PAYMENT_max,1363,14063.511695861816
bureau_501_DAYS_CREDIT_ENDDATE_min,1411,14062.785251617432
prev_101_AMT_ANNUITY_std,1401,13994.000420093536
ins_301_AMT_INSTALMENT_min,1370,13987.241795063019
prev_101_DAYS_FIRST_DUE_std,1366,13924.99206495285
prev_101_AMT_GOODS_PRICE_min,1368,13851.328168392181
prev_101_SELLERPLACE_AREA_mean,1388,13765.390109062195
bureau_501_AMT_CREDIT_MAX_OVERDUE_mean,1220,13594.764217376709
prev_101_RATE_DOWN_PAYMENT_mean,1320,13407.999349594116
bureau_501_SK_ID_BUREAU_sum,1281,13122.533934116364
prev_101_AMT_ANNUITY_mean,1291,13109.281653881073
prev_101_AMT_DOWN_PAYMENT_std,1286,13069.375218868256
bureau_501_DAYS_CREDIT_min,1281,13041.873346328735
prev_101_AMT_DOWN_PAYMENT_sum,1052,12923.330446720123
ins_302_DAYS_ENTRY_PAYMENT_mean,1254,12829.33713722229
prev_101_SELLERPLACE_AREA_max,1293,12792.60349702835
ins_302_DAYS_ENTRY_PAYMENT_min,1260,12726.20711517334
ins_302_AMT_INSTALMENT_min,1209,12699.1311044693
ins_301_DAYS_INSTALMENT_std,993,12572.702999591827
prev_101_RATE_DOWN_PAYMENT_std,1291,12565.750786304474
prev_101_SELLERPLACE_AREA_sum,1251,12446.163727283478
pos_201_CNT_INSTALMENT_std,1154,12363.507914066315
pos_201_CNT_INSTALMENT_mean,1187,12227.509692192078
prev_101_DAYS_DECISION_mean,1187,12205.264248847961
ins_302_DAYS_INSTALMENT_std,1139,11957.134602546692
ins_301_AMT_INSTALMENT_max,1135,11821.938471317291
bureau_501_DAYS_CREDIT_sum,1166,11798.67776966095
prev_101_SELLERPLACE_AREA_std,1169,11658.03988456726
ins_301_AMT_INSTALMENT_mean,1156,11647.625885486603
ins_301_NUM_INSTALMENT_NUMBER_std,1113,11570.24810886383
bureau_501_AMT_CREDIT_MAX_OVERDUE_max,1048,11525.792289733887
prev_101_NAME_CONTRACT_STATUS_Refused_mean,669,11496.89358139038
CODE_GENDER,587,11486.480051994324
AMT_ANNUITY-by-CNT_CHILDREN,1162,11423.740361213684
ins_301_AMT_INSTALMENT_std,1100,11297.279158115387
ins_301_NUM_INSTALMENT_VERSION_std,1103,11232.776624202728
prev_101_DAYS_LAST_DUE_std,1103,11197.03398323059
pos_201_MONTHS_BALANCE_std,995,11180.721618652344
ins_302_DAYS_INSTALMENT_mean,1087,11157.104074954987
