index,split,gain
app_001_EXT_SOURCE_2,2163,142935.87234926224
app_001_EXT_SOURCE_3,1916,125776.83141613007
app_001_ORGANIZATION_TYPE,3745,54011.19175195694
app_001_EXT_SOURCE_1,1894,46927.703634262085
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,1088,18572.405802726746
app_001_AMT_ANNUITY,1279,18472.61195707321
app_002_EXT_SOURCE_1-by-AMT_INCOME_TOTAL,1257,18121.612810134888
app_001_OCCUPATION_TYPE,791,17297.41577243805
app_001_DAYS_BIRTH,978,14688.609490394592
app_002_DAYS_EMPLOYED-DAYS_BIRTH,1051,12367.92363357544
app_002_AMT_ANNUITY-by-AMT_INCOME_TOTAL,949,12289.015050411224
app_001_AMT_CREDIT,899,12280.964164733887
app_001_AMT_GOODS_PRICE,743,11510.740447998047
app_001_DAYS_ID_PUBLISH,946,11459.46400976181
app_001_CODE_GENDER,454,11151.694871902466
bureau_506_ant_cre-debt_q25,377,10781.900492668152
app_002_DAYS_ID_PUBLISH-DAYS_BIRTH,798,10698.418959140778
app_001_DAYS_EMPLOYED,741,10463.390609741211
app_002_DAYS_ID_PUBLISH-DAYS_EMPLOYED,883,10361.226675510406
app_002_AMT_INCOME_TOTAL-AMT_CREDIT,765,10235.319182872772
app_001_OWN_CAR_AGE,605,9545.414677143097
app_001_NAME_EDUCATION_TYPE,197,9344.663955688477
bureau_501_ant_cre-debt_q25,397,9299.433015346527
app_002_DAYS_REGISTRATION-DAYS_EMPLOYED,801,8914.961026668549
app_001_DAYS_REGISTRATION,750,8610.994285106659
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,690,8454.21949005127
app_001_DAYS_LAST_PHONE_CHANGE,672,8226.167831420898
app_002_AMT_CREDIT-by-AMT_INCOME_TOTAL,665,7820.429463386536
app_002_DAYS_REGISTRATION-DAYS_BIRTH,698,7603.60383605957
bureau_503_ant_cre-debt_q25,370,7600.900438308716
prev_101_DAYS_LAST_DUE_1ST_VERSION_without_365243_max,533,7512.857790470123
app_001_REGION_POPULATION_RELATIVE,675,7432.37197303772
cre_402_AMT_BALANCE-by-AMT_CREDIT_LIMIT_ACTUAL_t-2,313,7428.872500896454
app_002_AMT_INCOME_TOTAL-AMT_ANNUITY,616,6843.897914886475
app_002_AMT_INCOME_TOTAL-AMT_GOODS_PRICE,568,6811.357394218445
ins_301_AMT_PAYMENT_sum,412,6553.537232875824
bureau_506_ant_cre-debt_min,388,6389.702688217163
app_002_AMT_GOODS_PRICE-by-AMT_INCOME_TOTAL,554,6387.805950641632
app_002_DAYS_ID_PUBLISH-DAYS_REGISTRATION,579,6369.436703681946
bureau_501_DAYS_CREDIT_q75,224,6221.6468806266785
bureau_501_DAYS_CREDIT_q50,263,6211.125995635986
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,567,6144.536544799805
ins_302_days_weighted_delay_tsw3_min,349,6111.130583763123
app_002_DAYS_LAST_PHONE_CHANGE-DAYS_REGISTRATION,559,6099.27684879303
bureau_501_ant_cre-debt_min,418,5991.071096420288
ins_304_days_weighted_delay_tsw3_mean,331,5870.945015907288
ins_305_days_weighted_delay_tsw4_min,367,5866.042795181274
prev_101_amt_gds-by-cre_mean,440,5786.547214508057
ins_301_DAYS_ENTRY_PAYMENT_std,370,5702.2638483047485
prev_101_DAYS_LAST_DUE_1ST_VERSION_without_365243_q75,415,5670.579352855682
prev_101_amt_gds-by-cre_q25,439,5633.917473316193
ins_304_days_weighted_delay_tsw3_q25,346,5625.01070022583
ins_301_days_weighted_delay_sum,407,5615.748155593872
prev_101_amt_gds-by-cre_min,458,5607.0201988220215
bureau_508_DAYS_CREDIT_ENDDATE_q75,336,5445.240421295166
ins_303_days_weighted_delay_tsw3_min,316,5415.604574203491
ins_304_days_weighted_delay_tsw3_std,362,5342.211270809174
bureau_503_ant_cre-debt_min,353,5328.2370018959045
ins_301_days_delayed_payment_std,471,5326.848400115967
prev_101_AMT_DOWN_PAYMENT_sum,330,5196.806826591492
ins_301_days_weighted_delay_tsw3_sum,384,5121.091398715973
ins_304_DAYS_ENTRY_PAYMENT_q75,275,5105.642907142639
prev_101_amt_ann-by-app_std,453,5049.366367816925
ins_301_AMT_PAYMENT_q25,419,4837.793944358826
bureau_503_ant_cre-debt_q50,311,4823.865501403809
bureau_508_days_update-end_sum,339,4752.560156345367
prev_101_HOUR_APPR_PROCESS_START_q75,387,4751.11171579361
app_002_AMT_ANNUITY-by-CNT_CHILDREN,423,4731.427173137665
bureau_501_ant_cre-by-debt-p-limit_min,222,4650.18874835968
prev_101_AMT_DOWN_PAYMENT_max,356,4649.913380146027
prev_101_DAYS_LAST_DUE_without_365243_max,387,4647.573773860931
prev_101_days_trm-ldue1_std,370,4629.697849273682
prev_101_amt_cre-by-app_q50,401,4619.989310741425
prev_101_NAME_YIELD_GROUP_high_mean,283,4600.093024730682
ins_304_DAYS_ENTRY_PAYMENT_q50,259,4584.859840869904
prev_101_amt_cre-by-app_std,416,4580.171337127686
app_001_TOTALAREA_MODE,389,4563.218658924103
prev_101_amt_gds-by-ann_std,395,4552.398626327515
ins_304_DAYS_INSTALMENT_q75,257,4530.495100975037
prev_101_HOUR_APPR_PROCESS_START_mean,396,4519.701425075531
ins_301_days_weighted_delay_tsw3_std,405,4512.019202709198
ins_301_days_weighted_delay_std,410,4494.939024448395
ins_301_AMT_INSTALMENT_sum,340,4491.362523555756
prev_101_SELLERPLACE_AREA_max,404,4462.9396715164185
ins_301_AMT_PAYMENT_min,398,4462.901391029358
pos_202_CNT_INSTALMENT_FUTURE_mean,336,4429.996158123016
ins_301_AMT_PAYMENT_q50,369,4429.2826499938965
prev_101_CNT_PAYMENT_std,343,4402.474202632904
ins_301_DAYS_INSTALMENT_std,285,4396.325891494751
bureau_508_DAYS_CREDIT_ENDDATE_max,307,4392.632766246796
prev_101_amt_cre-by-app_q75,373,4369.5729150772095
ins_301_AMT_PAYMENT_q75,363,4334.739725589752
prev_101_AMT_ANNUITY_sum,336,4321.778287410736
bureau_501_AMT_CREDIT_SUM-by-days_update-end_q50,380,4314.607068061829
bureau_501_AMT_CREDIT_SUM-by-days_update-end_q75,388,4292.959878921509
pos_202_CNT_INSTALMENT_FUTURE_q25,351,4285.579068660736
bureau_501_AMT_CREDIT_SUM-by-days_update-end_q25,362,4259.257710456848
ins_301_AMT_INSTALMENT_q25,365,4252.376185894012
ins_304_DAYS_INSTALMENT_q50,218,4240.65114068985
prev_101_SELLERPLACE_AREA_sum,385,4239.543724060059
bureau_508_AMT_CREDIT_SUM-by-days_update-cre_std,312,4208.827525615692
ins_301_AMT_INSTALMENT_q75,365,4205.75261259079
prev_101_days_ldue1-fdue_std,304,4149.8286900520325
bureau_506_ant_cre-debt_q50,291,4123.645624160767
ins_301_days_weighted_delay_tsw3_min,253,4116.655170440674
prev_101_DAYS_TERMINATION_without_365243_max,359,4113.761013507843
ins_301_days_delayed_payment_sum,347,4093.5755681991577
prev_101_amt_gds-by-ann_min,373,4084.6044521331787
pos_201_MONTHS_BALANCE_std,300,4072.573793411255
pos_202_CNT_INSTALMENT_FUTURE_q50,288,4059.6833868026733
prev_101_SELLERPLACE_AREA_std,363,4024.156898021698
prev_101_AMT_ANNUITY_q25,357,4017.048698425293
pos_201_CNT_INSTALMENT_FUTURE_mean,318,4000.800304412842
bureau_501_ant_cre-debt_q50,329,3988.7704071998596
ins_302_DAYS_ENTRY_PAYMENT_std,351,3977.3363404273987
bureau_501_DAYS_CREDIT_mean,205,3976.9040360450745
pos_204_MONTHS_BALANCE_std,334,3970.67120218277
prev_101_AMT_ANNUITY_min,345,3956.4302949905396
bureau_508_days_update-end_q25,277,3953.1222739219666
prev_101_AMT_ANNUITY_q75,331,3927.7567529678345
bureau_501_AMT_CREDIT_SUM-by-days_update-end_std,357,3918.535662651062
prev_101_HOUR_APPR_PROCESS_START_std,356,3913.749822616577
pos_202_CNT_INSTALMENT_FUTURE_q75,282,3911.04648065567
app_001_REGION_RATING_CLIENT_W_CITY,208,3907.065887451172
prev_101_HOUR_APPR_PROCESS_START_q25,343,3889.6719460487366
app_001_NAME_FAMILY_STATUS,249,3885.2779455184937
bureau_508_days_update-end_mean,250,3883.001425743103
bureau_507_ant_cre-debt_q25,260,3878.7968277931213
bureau_508_DAYS_CREDIT_UPDATE_std,332,3874.368311882019
pos_202_CNT_INSTALMENT_FUTURE_std,322,3865.4051718711853
prev_101_days_ldue-ldue1_std,270,3849.5585627555847
ins_301_AMT_INSTALMENT_q50,353,3837.347544670105
prev_101_AMT_ANNUITY_mean,325,3833.0577845573425
bureau_501_DAYS_CREDIT_UPDATE_q75,273,3825.4423871040344
ins_303_DAYS_ENTRY_PAYMENT_std,334,3815.9542117118835
prev_101_AMT_GOODS_PRICE_min,326,3811.221221923828
prev_101_AMT_ANNUITY_q50,321,3804.828372001648
bureau_501_ant_cre-debt_q75,285,3798.271082878113
app_001_LIVINGAREA_AVG,327,3796.4280190467834
cre_402_AMT_BALANCE-by-AMT_CREDIT_LIMIT_ACTUAL_t-1,245,3789.86519575119
prev_101_SELLERPLACE_AREA_q75,346,3781.7795600891113
app_001_FLAG_DOCUMENT_3,196,3771.4034361839294
app_002_AMT_CREDIT-by-CNT_CHILDREN,352,3741.3768525123596
ins_301_days_delayed_payment_max,322,3738.856060028076
prev_101_SELLERPLACE_AREA_mean,332,3737.8327627182007
ins_301_amt_ratio_mean,258,3727.065712928772
pos_204_MONTHS_BALANCE_sum,322,3724.712481021881
prev_101_AMT_APPLICATION_sum,285,3722.9511318206787
bureau_508_AMT_CREDIT_SUM-by-days_update-end_q50,332,3717.4315962791443
ins_304_DAYS_ENTRY_PAYMENT_max,297,3674.4972949028015
bureau_501_AMT_CREDIT_SUM-by-days_update-cre_std,302,3674.2356510162354
pos_201_CNT_INSTALMENT_FUTURE_std,311,3667.8501205444336
ins_301_AMT_PAYMENT_mean,314,3667.084403991699
bureau_507_ant_cre-debt_min,270,3649.759337902069
prev_101_SELLERPLACE_AREA_q25,337,3634.380172729492
prev_101_DAYS_LAST_DUE_1ST_VERSION_without_365243_std,322,3627.640895843506
ins_305_days_weighted_delay_tsw10_max,330,3624.881694793701
bureau_508_DAYS_CREDIT_ENDDATE_sum,273,3621.8119282722473
prev_101_amt_gds-by-cre_q50,298,3617.6186995506287
prev_101_AMT_ANNUITY_std,328,3612.96582698822
prev_101_days_trm-fdue_min,327,3608.006712436676
bureau_508_days_update-end_std,309,3592.2183742523193
ins_302_days_delayed_payment_std,318,3588.4638891220093
bureau_501_AMT_CREDIT_SUM-by-days_fact-end_q25,311,3585.693082332611
bureau_501_days_update-cre_std,324,3583.7287092208862
app_001_DEF_30_CNT_SOCIAL_CIRCLE,240,3578.7938742637634
prev_101_amt_gds-by-cre_q75,313,3577.8364124298096
bureau_508_AMT_CREDIT_SUM-by-days_update-end_std,310,3577.477804660797
app_001_YEARS_BEGINEXPLUATATION_AVG,323,3572.654360294342
bureau_508_AMT_CREDIT_SUM-by-days_update-end_q25,311,3570.9415998458862
prev_101_amt_gds-by-cre_std,332,3566.153223514557
pos_202_CNT_INSTALMENT_FUTURE_sum,306,3563.9054641723633
prev_101_amt_ann-by-app_max,320,3539.9138383865356
app_001_LANDAREA_AVG,340,3538.9768652915955
prev_101_DAYS_LAST_DUE_1ST_VERSION_without_365243_sum,274,3538.363088607788
prev_101_days_trm-ldue1_q75,305,3536.5353031158447
prev_101_DAYS_FIRST_DUE_std,307,3510.018533229828
cre_401_CNT_DRAWINGS_ATM_CURRENT_mean,215,3508.42422246933
bureau_508_DAYS_CREDIT_std,304,3494.560877799988
prev_101_DAYS_LAST_DUE_std,298,3480.884165763855
prev_101_AMT_APPLICATION_q25,308,3465.8599224090576
bureau_508_days_update-cre_std,300,3441.4333548545837
prev_101_DAYS_DECISION_max,299,3425.675564289093
bureau_507_ant_cre-debt_q50,233,3422.2664308547974
prev_101_days_trm-fdue_max,295,3417.7239141464233
ins_301_AMT_INSTALMENT_max,279,3417.006627559662
ins_303_AMT_PAYMENT_min,288,3410.258979320526
bureau_508_days_update-cre_min,290,3405.756359577179
prev_101_AMT_DOWN_PAYMENT_std,297,3400.3107028007507
prev_101_SELLERPLACE_AREA_q50,306,3398.1896419525146
bureau_508_AMT_CREDIT_SUM-by-days_end-cre_min,302,3395.648026943207
prev_101_days_trm-ldue1_q50,271,3394.85325050354
prev_101_AMT_CREDIT_std,302,3375.871780872345
app_001_HOUR_APPR_PROCESS_START,310,3373.767762184143
prev_101_amt_gds-by-ann_q25,321,3372.972019672394
ins_301_AMT_INSTALMENT_min,310,3368.8762917518616
ins_302_DAYS_ENTRY_PAYMENT_min,301,3366.6192326545715
bureau_508_AMT_CREDIT_SUM-by-days_update-end_min,295,3364.89684009552
bureau_508_AMT_CREDIT_SUM-by-days_update-end_q75,298,3358.279582977295
ins_304_DAYS_INSTALMENT_mean,167,3356.154323577881
ins_301_AMT_PAYMENT_max,261,3339.174250602722
prev_101_AMT_ANNUITY_max,273,3336.863275527954
prev_101_AMT_CREDIT_min,306,3333.574564933777
bureau_501_AMT_CREDIT_SUM-by-days_update-end_min,279,3328.331524372101
bureau_501_ant_cre-by-debt-p-limit_q25,237,3328.1151871681213
app_001_AMT_INCOME_TOTAL,313,3324.0408639907837
bureau_501_DAYS_CREDIT_std,293,3321.3250365257263
bureau_508_AMT_CREDIT_SUM-by-days_fact-cre_min,284,3317.4366993904114
prev_101_amt_ann-by-app_sum,286,3305.6466307640076
ins_303_days_delayed_payment_std,282,3297.7328491210938
ins_304_days_weighted_delay_tsw3_min,201,3297.0357098579407
prev_101_AMT_CREDIT_q50,276,3296.749625682831
bureau_506_ant_cre-by-debt-p-limit_q25,237,3285.2391362190247
bureau_501_ant_cre-debt_mean,261,3281.058244228363
pos_201_CNT_INSTALMENT_FUTURE_q25,276,3278.9471583366394
ins_304_DAYS_ENTRY_PAYMENT_mean,204,3278.5203619003296
bureau_506_AMT_CREDIT_SUM-by-days_update-end_q25,287,3265.3275990486145
app_001_LIVINGAREA_MODE,282,3261.692470550537
prev_101_HOUR_APPR_PROCESS_START_sum,265,3261.505630493164
bureau_508_ant_cre-debt_min,289,3261.4746313095093
prev_101_AMT_GOODS_PRICE_q25,278,3254.413549423218
bureau_508_AMT_CREDIT_SUM_min,287,3236.365421295166
prev_101_days_trm-ldue1_max,285,3234.522077560425
prev_101_days_trm-fdue_q25,294,3220.335738658905
pos_201_CNT_INSTALMENT_FUTURE_q75,263,3209.2789874076843
ins_304_days_weighted_delay_tsw3_q75,269,3202.699568271637
bureau_508_AMT_CREDIT_SUM-by-days_update-cre_sum,265,3201.803411960602
bureau_508_DAYS_CREDIT_ENDDATE_std,277,3199.5282015800476
ins_302_AMT_PAYMENT_min,259,3190.602014541626
app_001_BASEMENTAREA_AVG,299,3183.496739387512
bureau_503_ant_cre-by-debt-p-limit_q25,232,3178.8460092544556
bureau_508_DAYS_CREDIT_UPDATE_max,283,3176.0679688453674
prev_101_DAYS_DECISION_std,278,3175.806399345398
prev_101_amt_gds-by-ann_q75,288,3174.8449153900146
bureau_506_DAYS_CREDIT_UPDATE_std,275,3172.643795967102
prev_101_days_trm-fdue_std,293,3170.6549463272095
prev_101_amt_cre-by-app_q25,283,3165.2506170272827
bureau_501_days_update-end_std,275,3156.645700931549
ins_301_days_delayed_payment_q75,291,3147.9465532302856
ins_302_days_weighted_delay_min,209,3147.61181640625
ins_301_AMT_PAYMENT_std,285,3147.0985589027405
prev_101_AMT_CREDIT_q25,286,3144.3047432899475
prev_101_DAYS_LAST_DUE_without_365243_q75,284,3143.3220314979553
ins_304_days_weighted_delay_tsw3_q50,240,3139.0382409095764
app_001_APARTMENTS_AVG,276,3136.5281596183777
