index,split,gain
EXT_SOURCE_2,1124,80434.44911956787
EXT_SOURCE_3,940,45776.35677194595
EXT_SOURCE_1,922,32822.55004811287
ORGANIZATION_TYPE,732,14197.148026943207
DAYS_BIRTH,883,12541.890619277954
OCCUPATION_TYPE,363,12431.424765586853
AMT_GOODS_PRICE,745,10540.354177951813
DAYS_EMPLOYED,686,10189.379296541214
AMT_CREDIT,850,10066.064982652664
AMT_ANNUITY,792,9584.149002075195
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_sum,362,7931.281613588333
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_mean,401,7585.485896587372
CODE_GENDER,161,6890.296488046646
NAME_EDUCATION_TYPE,131,6779.111427783966
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_min_max,367,6590.838031053543
DAYS_LAST_PHONE_CHANGE,528,6529.64635515213
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_mean_mean,276,5866.961207866669
prev_DAYS_DECISION-high_mean,224,5387.811470270157
DAYS_ID_PUBLISH,591,5379.955007553101
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_mean_min,221,5330.300801515579
bureau_DAYS_CREDIT_ENDDATE-Active-Consumer-credit_sum,506,5323.161906003952
bureau_AMT_CREDIT_SUM_DEBT-Credit-card_sum,357,4988.880266904831
bureau_DAYS_CREDIT-currency-1_mean,170,4893.8463587760925
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_max_min,443,4836.652671575546
REGION_RATING_CLIENT_W_CITY,210,4763.97199845314
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_max_mean,370,4743.935968160629
DAYS_REGISTRATION,574,4640.602306365967
OWN_CAR_AGE,347,4600.58435177803
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_mean_mean,235,4595.361216783524
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_max_sum,411,4533.184105157852
bureau_gby-SK_ID_CURR_DAYS_CREDIT_max,408,4379.087120771408
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_mean_sum,214,4337.945875883102
REGION_POPULATION_RELATIVE,488,4245.500023365021
ins_gby-SK_ID_CURR_AMT_PAYMENT_min,373,3893.932175397873
bureau_AMT_CREDIT_SUM_DEBT-currency-1-Credit-card_mean,315,3864.680990457535
bureau_AMT_CREDIT_SUM_DEBT-Credit-card_mean,297,3809.304284095764
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_max_mean,357,3806.5508403778076
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_mean_max,300,3730.217036962509
bureau_gby-SK_ID_CURR_DAYS_CREDIT_mean,186,3480.0427889823914
bureau_AMT_CREDIT_SUM_DEBT-currency-1-Credit-card_sum,284,3410.665556907654
NAME_INCOME_TYPE,83,3344.506448984146
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_DAYS_CREDIT_mean_max,203,3317.0673174858093
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_ENDDATE_max_min,375,3195.057083129883
bureau_AMT_CREDIT_SUM_DEBT-Active-Credit-card_sum,279,3183.181843519211
FLAG_DOCUMENT_3,150,3147.5491082668304
prev_DAYS_LAST_DUE_1ST_VERSION-high_sum,209,3139.8665375709534
TOTALAREA_MODE,378,3134.6634969711304
REGION_RATING_CLIENT,175,3123.53013753891
bureau_DAYS_CREDIT-Active-Consumer-credit_mean,379,3118.029398918152
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_mean_min,263,3054.2259562015533
LIVINGAREA_AVG,406,3045.5167071819305
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_ENDDATE_mean_min,287,3023.665368080139
YEARS_BEGINEXPLUATATION_MEDI,377,3005.610862016678
bureau_DAYS_CREDIT_ENDDATE-Active-Consumer-credit_mean,332,2991.9330241680145
APARTMENTS_MODE,337,2967.041532754898
LIVINGAREA_MODE,386,2952.823449611664
bureau_AMT_CREDIT_SUM_DEBT-Active-Credit-card_mean,249,2872.523377895355
prev_CNT_PAYMENT-high_mean,183,2843.514128446579
bureau_DAYS_CREDIT-Active-currency-1_mean,333,2838.903606891632
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_DAYS_ENTRY_PAYMENT_max_std,323,2832.8105635643005
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_max_min,332,2798.463027715683
bureau_DAYS_CREDIT_ENDDATE-Active_mean,344,2777.3089520931244
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_AMT_CREDIT_SUM_min_sum,365,2763.330804824829
bureau_DAYS_CREDIT_ENDDATE-currency-1-Consumer-credit_mean,305,2757.485373735428
bureau_DAYS_CREDIT-Active_mean,331,2735.401911020279
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_max_sum,338,2724.010375022888
prev_gby-SK_ID_CURR-CODE_REJECT_REASON_DAYS_FIRST_DRAWING_sum_mean,71,2709.076531648636
bureau_AMT_CREDIT_SUM-Closed_mean,295,2687.822271823883
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_AMT_CREDIT_SUM_min_max,311,2677.53883934021
prev_DAYS_LAST_DUE_1ST_VERSION-high_mean,208,2671.6468970775604
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_mean_min,249,2667.570647954941
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_UPDATE_std_min,333,2649.0474977493286
YEARS_BEGINEXPLUATATION_MODE,336,2634.3353600502014
APARTMENTS_AVG,310,2633.4370737075806
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_std_min,300,2624.351032972336
bureau_AMT_CREDIT_SUM-Closed_sum,309,2618.6827380657196
prev_gby-SK_ID_CURR-CODE_REJECT_REASON_DAYS_FIRST_DUE_sum_std,94,2602.9950375556946
bureau_AMT_CREDIT_SUM-Closed-currency-1_mean,300,2576.199786424637
bureau_DAYS_CREDIT-Consumer-credit_mean,289,2554.053164958954
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_UPDATE_max_mean,316,2543.655604124069
YEARS_BEGINEXPLUATATION_AVG,347,2539.3768277168274
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_max_min,314,2503.4420006275177
bureau_gby-SK_ID_CURR-CREDIT_TYPE_AMT_CREDIT_SUM_min_max,294,2502.7256417274475
bureau_DAYS_CREDIT_ENDDATE-Consumer-credit_sum,262,2493.7851042747498
AMT_INCOME_TOTAL,353,2492.2653608322144
LIVINGAREA_MEDI,322,2480.524118423462
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_max_sum,297,2478.511398077011
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_AMT_CREDIT_SUM_min_mean,297,2476.9090051651
prev_AMT_ANNUITY-Country-wide_mean,321,2436.89288854599
bureau_DAYS_CREDIT_ENDDATE-currency-1-Consumer-credit_sum,261,2433.5383398532867
APARTMENTS_MEDI,292,2414.4184441566467
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_min_sum,262,2412.2157423496246
bureau_DAYS_CREDIT_UPDATE-Active-currency-1_mean,313,2410.6968870162964
bureau_AMT_CREDIT_SUM-Active-Consumer-credit_mean,311,2380.481867790222
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_AMT_CREDIT_SUM_sum_min,311,2376.290775537491
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_std_min,290,2356.9111437797546
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_max_mean,289,2350.0522141456604
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_ENDDATE_std_min,307,2349.415980577469
bureau_DAYS_CREDIT_ENDDATE-Consumer-credit_mean,256,2341.622813940048
bureau_DAYS_CREDIT-Credit-card_mean,279,2335.4131212234497
prev_AMT_ANNUITY-New_mean,284,2324.263799905777
bureau_DAYS_CREDIT_UPDATE-Active_sum,317,2321.482887029648
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_UPDATE_std_min,292,2316.063478708267
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_UPDATE_max_min,270,2315.519692659378
LANDAREA_AVG,316,2294.5472626686096
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_ENDDATE_FACT_max_min,280,2286.6420452594757
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_ENDDATE_std_min,294,2278.7641394138336
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_sum_max,272,2273.3162536621094
bureau_gby-SK_ID_CURR-CREDIT_TYPE_AMT_CREDIT_SUM_std_min,324,2266.5307490825653
bureau_DAYS_CREDIT_ENDDATE-Active_sum,279,2251.135402441025
bureau_gby-SK_ID_CURR-CREDIT_CURRENCY_AMT_CREDIT_SUM_min_max,283,2240.2395062446594
ins_gby-SK_ID_CURR-SK_ID_PREV_AMT_PAYMENT_std_min,270,2237.568416595459
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_AMT_PAYMENT_min_mean,260,2232.552388906479
bureau_gby-SK_ID_CURR-CREDIT_TYPE_DAYS_CREDIT_UPDATE_max_sum,272,2227.3737337589264
ins_gby-SK_ID_CURR-NUM_INSTALMENT_VERSION_AMT_PAYMENT_mean_min,224,2220.2343916893005
BASEMENTAREA_AVG,314,2218.075529575348
bureau_AMT_CREDIT_SUM-Closed-Consumer-credit_sum,287,2216.6822361946106
ins_gby-SK_ID_CURR-NUM_INSTALMENT_NUMBER_DAYS_ENTRY_PAYMENT_std_mean,236,2188.655096769333
bureau_AMT_CREDIT_SUM-Active_mean,273,2188.003972530365
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_sum_max,293,2173.890039205551
BASEMENTAREA_MEDI,297,2171.081306695938
bureau_gby-SK_ID_CURR-CREDIT_TYPE_AMT_CREDIT_SUM_sum_min,265,2162.953598499298
bureau_gby-SK_ID_CURR-CREDIT_TYPE_AMT_CREDIT_SUM_DEBT_max_min,229,2157.6662600040436
bureau_AMT_CREDIT_SUM-Closed-currency-1_sum,255,2152.916191339493
bureau_gby-SK_ID_CURR-CREDIT_TYPE_AMT_CREDIT_SUM_DEBT_mean_min,225,2149.623816013336
bureau_gby-SK_ID_CURR-CREDIT_ACTIVE_DAYS_CREDIT_ENDDATE_min_max,278,2143.8577044010162
prev_DAYS_LAST_DUE_1ST_VERSION-middle_sum,250,2140.964076757431
LANDAREA_MODE,331,2138.9286439418793
bureau_DAYS_CREDIT_UPDATE-Active_mean,298,2136.5129566192627
pos_gby-SK_ID_CURR-NAME_CONTRACT_STATUS_MONTHS_BALANCE_mean_std,283,2130.73241853714
