index,split,gain
EXT_SOURCE_2,3291,155704.1444721222
EXT_SOURCE_3,3055,141333.43083143234
ORGANIZATION_TYPE,4387,61166.772023677826
EXT_SOURCE_1,3062,60706.11628866196
DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,2046,28132.70201587677
AMT_ANNUITY,1976,24654.873668670654
ins_302_AMT_PAYMENT_min,1649,24465.288615226746
DAYS_BIRTH,1688,23249.144984722137
EXT_SOURCE_1-by-AMT_INCOME_TOTAL,1929,23175.225899219513
ins_301_AMT_PAYMENT_min,1810,22990.170115947723
OCCUPATION_TYPE,1275,22077.975111961365
DAYS_ID_PUBLISH-DAYS_EMPLOYED,1886,20877.878316402435
AMT_ANNUITY-by-AMT_INCOME_TOTAL,1783,20579.915153503418
DAYS_EMPLOYED-DAYS_BIRTH,1835,20080.92062664032
DAYS_ID_PUBLISH-DAYS_BIRTH,1623,18829.54474258423
DAYS_ID_PUBLISH,1699,18784.495401859283
AMT_CREDIT,1556,18653.12614440918
AMT_GOODS_PRICE,1367,18144.537046432495
bureau_501_DAYS_CREDIT_mean,958,17066.36161994934
DAYS_EMPLOYED,1391,16807.14654827118
DAYS_LAST_PHONE_CHANGE,1476,16675.980679035187
AMT_INCOME_TOTAL-AMT_CREDIT,1364,16285.13638830185
DAYS_REGISTRATION-DAYS_EMPLOYED,1543,16063.8968501091
OWN_CAR_AGE,1112,14964.26482629776
prev_101_HOUR_APPR_PROCESS_START_mean,1361,14609.577777862549
AMT_INCOME_TOTAL-AMT_ANNUITY,1373,14406.520210266113
DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,1288,14283.717399597168
DAYS_REGISTRATION-DAYS_BIRTH,1350,14276.125938415527
DAYS_REGISTRATION,1331,14221.042326450348
prev_101_CNT_PAYMENT_std,1176,14178.179778575897
pos_201_CNT_INSTALMENT_FUTURE_mean,1154,13732.587707996368
DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,1329,13725.108317375183
REGION_POPULATION_RELATIVE,1294,13719.399763584137
AMT_CREDIT-by-AMT_INCOME_TOTAL,1207,13692.489478588104
pos_202_CNT_INSTALMENT_FUTURE_mean,1079,13165.713736534119
DAYS_ID_PUBLISH-DAYS_REGISTRATION,1225,12684.275280475616
DAYS_LAST_PHONE_CHANGE-DAYS_REGISTRATION,1223,12564.397386550903
prev_101_NAME_CONTRACT_STATUS_Refused_mean,648,12454.506394386292
prev_101_AMT_ANNUITY_min,1153,12275.585270404816
ins_301_AMT_PAYMENT_sum,951,12241.618640899658
ins_301_AMT_PAYMENT_mean,1078,12215.691418170929
prev_101_AMT_DOWN_PAYMENT_max,1063,12175.813397884369
AMT_INCOME_TOTAL-AMT_GOODS_PRICE,1114,12102.413514614105
bureau_503_DAYS_CREDIT_max,1043,12092.395307064056
pos_201_CNT_INSTALMENT_FUTURE_std,1039,11979.487470149994
AMT_GOODS_PRICE-by-AMT_INCOME_TOTAL,1130,11875.468744277954
bureau_501_AMT_CREDIT_SUM_mean,1075,11791.294700145721
prev_101_AMT_DOWN_PAYMENT_sum,872,11698.032267570496
bureau_501_DAYS_CREDIT_std,1090,11646.367433547974
prev_101_CNT_PAYMENT_mean,945,11604.238692760468
bureau_501_DAYS_ENDDATE_FACT_std,1039,11408.784472465515
CODE_GENDER,542,11395.075639247894
bureau_501_DAYS_CREDIT_max,960,11288.20376586914
prev_101_SELLERPLACE_AREA_mean,1058,11188.226779937744
ins_302_DAYS_ENTRY_PAYMENT_std,1020,11162.055027484894
prev_101_RATE_DOWN_PAYMENT_max,1020,11088.145200252533
NAME_EDUCATION_TYPE,258,10682.708156108856
prev_101_HOUR_APPR_PROCESS_START_std,1051,10679.430506706238
prev_101_AMT_ANNUITY_mean,967,10672.157444953918
bureau_501_DAYS_CREDIT_UPDATE_mean,868,10662.034055233002
bureau_501_DAYS_ENDDATE_FACT_max,960,10617.641917705536
ins_301_AMT_INSTALMENT_min,982,10576.03069448471
