index,split,gain
EXT_SOURCE_2,3963,161964.5940284729
EXT_SOURCE_3,3954,155089.74484968185
EXT_SOURCE_1,3543,62558.20935821533
DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,2771,35765.675822257996
ins_301_AMT_PAYMENT_min,2594,32228.042595386505
bureau_501_DAYS_CREDIT_max,2699,30951.882090568542
AMT_ANNUITY,2684,30604.118720054626
DAYS_EMPLOYED-DAYS_BIRTH,2888,30268.885106563568
EXT_SOURCE_1-by-AMT_INCOME_TOTAL,2526,29878.17784357071
DAYS_ID_PUBLISH-DAYS_EMPLOYED,2631,28523.586614131927
DAYS_BIRTH,2036,26858.497983932495
bureau_501_DAYS_CREDIT_mean,1784,26376.903658390045
AMT_ANNUITY-by-AMT_INCOME_TOTAL,2341,25664.029265403748
DAYS_REGISTRATION-DAYS_EMPLOYED,2507,25567.399807929993
DAYS_ID_PUBLISH,2307,24335.732645511627
DAYS_ID_PUBLISH-DAYS_BIRTH,2082,22632.192099571228
bureau_501_DAYS_ENDDATE_FACT_max,2194,22547.127792835236
AMT_GOODS_PRICE,1749,21716.096069335938
pos_201_CNT_INSTALMENT_FUTURE_mean,1869,21300.31184387207
bureau_501_DAYS_CREDIT_ENDDATE_max,2047,21261.51511001587
AMT_CREDIT,1812,20995.063723564148
AMT_INCOME_TOTAL-AMT_CREDIT,1888,20968.525585651398
DAYS_LAST_PHONE_CHANGE,1914,20846.899287700653
DAYS_EMPLOYED,1856,20292.221828460693
DAYS_REGISTRATION-DAYS_BIRTH,1967,20091.540886878967
DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,1978,19733.573602199554
bureau_501_AMT_CREDIT_SUM_mean,1825,19502.04050064087
DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,1757,19404.114968776703
REGION_POPULATION_RELATIVE,1939,19351.6027135849
DAYS_REGISTRATION,1882,19075.596819877625
OWN_CAR_AGE,1536,18667.715758800507
bureau_501_AMT_CREDIT_SUM_DEBT_mean,1676,18644.96419620514
prev_101_CNT_PAYMENT_std,1664,18599.84488773346
