index,split,gain
EXT_SOURCE_2,3603,159350.83937597275
EXT_SOURCE_3,3179,140833.43586730957
ORGANIZATION_TYPE,4868,64123.31265830994
EXT_SOURCE_1,3045,58170.23898792267
DAYS_LAST_PHONE_CHANGE-DAYS_EMPLOYED,2136,28034.716015815735
EXT_SOURCE_1-by-AMT_INCOME_TOTAL,2281,27598.572000026703
ins_302_AMT_PAYMENT_min,1848,26976.057693958282
AMT_ANNUITY,2264,26262.92533159256
ins_301_AMT_PAYMENT_min,1964,24111.796875953674
DAYS_ID_PUBLISH-DAYS_EMPLOYED,2168,23542.83473920822
OCCUPATION_TYPE,1453,23122.583005428314
DAYS_EMPLOYED-DAYS_BIRTH,2134,22590.35791349411
DAYS_BIRTH,1742,22575.62761926651
AMT_ANNUITY-by-AMT_INCOME_TOTAL,1954,21554.33794403076
DAYS_ID_PUBLISH,1994,21056.86733198166
bureau_501_DAYS_CREDIT_mean,1138,20108.959290504456
DAYS_ID_PUBLISH-DAYS_BIRTH,1761,19455.557255268097
pos_201_CNT_INSTALMENT_FUTURE_mean,1610,19273.958896636963
AMT_CREDIT,1602,19164.697384357452
AMT_GOODS_PRICE,1487,18884.083718776703
DAYS_REGISTRATION-DAYS_EMPLOYED,1814,18413.16389322281
DAYS_EMPLOYED,1561,17877.668976783752
DAYS_LAST_PHONE_CHANGE,1614,17367.787843704224
AMT_INCOME_TOTAL-AMT_CREDIT,1515,17235.319432258606
DAYS_REGISTRATION,1576,16153.864908218384
prev_101_CNT_PAYMENT_std,1403,16041.982400417328
AMT_CREDIT-by-AMT_INCOME_TOTAL,1517,15985.907077789307
pos_201_CNT_INSTALMENT_FUTURE_std,1385,15817.273707866669
AMT_INCOME_TOTAL-AMT_ANNUITY,1568,15726.27666425705
OWN_CAR_AGE,1236,15704.523055553436
DAYS_REGISTRATION-DAYS_BIRTH,1592,15640.6131939888
prev_101_HOUR_APPR_PROCESS_START_mean,1481,15534.440100431442
DAYS_LAST_PHONE_CHANGE-DAYS_ID_PUBLISH,1561,15510.199283123016
prev_101_CNT_PAYMENT_mean,1268,14812.569420814514
REGION_POPULATION_RELATIVE,1465,14712.044635772705
DAYS_LAST_PHONE_CHANGE-DAYS_BIRTH,1366,14590.619643211365
ins_301_AMT_PAYMENT_sum,1170,14417.16883611679
DAYS_LAST_PHONE_CHANGE-DAYS_REGISTRATION,1384,14247.292310714722
DAYS_ID_PUBLISH-DAYS_REGISTRATION,1414,14104.775311470032
AMT_GOODS_PRICE-by-AMT_INCOME_TOTAL,1370,13941.887605190277
AMT_INCOME_TOTAL-AMT_GOODS_PRICE,1316,13642.626779556274
prev_101_AMT_ANNUITY_min,1286,13481.8682513237
prev_101_AMT_DOWN_PAYMENT_max,1226,13421.251694202423
ins_301_AMT_PAYMENT_mean,1227,13308.670803070068
prev_101_HOUR_APPR_PROCESS_START_std,1312,13154.580202579498
bureau_501_DAYS_ENDDATE_FACT_std,1275,13142.991034030914
prev_101_AMT_GOODS_PRICE_min,1284,13077.659512996674
prev_101_SELLERPLACE_AREA_mean,1282,12991.559406280518
bureau_501_DAYS_CREDIT_max,1125,12764.737222671509
ins_302_DAYS_ENTRY_PAYMENT_std,1233,12745.139418125153
prev_101_AMT_DOWN_PAYMENT_mean,1197,12552.215111255646
bureau_503_DAYS_CREDIT_ENDDATE_min,1155,12193.452582836151
prev_101_DAYS_DECISION_max,1185,12033.69467830658
bureau_503_DAYS_CREDIT_max,1049,11997.619849205017
ins_301_DAYS_INSTALMENT_std,920,11832.485828399658
bureau_501_AMT_CREDIT_SUM_mean,1132,11827.870854377747
prev_101_AMT_ANNUITY_std,1181,11819.320840835571
bureau_501_DAYS_CREDIT_std,1156,11787.999937534332
prev_101_AMT_DOWN_PAYMENT_sum,931,11680.605976581573
prev_101_RATE_DOWN_PAYMENT_max,1129,11652.078361988068
ins_302_DAYS_ENTRY_PAYMENT_min,1155,11632.492342472076
prev_101_SELLERPLACE_AREA_max,1155,11548.585999965668
bureau_501_DAYS_CREDIT_UPDATE_mean,1014,11536.955204963684
bureau_501_DAYS_CREDIT_UPDATE_std,1124,11485.720818042755
bureau_504_DAYS_CREDIT_ENDDATE_min,1096,11423.86741399765
ins_302_AMT_INSTALMENT_min,1074,11405.010338306427
prev_101_AMT_ANNUITY_mean,1083,11367.45347070694
ins_301_AMT_INSTALMENT_min,1110,11348.669554710388
bureau_501_AMT_CREDIT_SUM_min,1127,11317.248307704926
CODE_GENDER,549,11305.489170074463
ins_302_DAYS_ENTRY_PAYMENT_mean,1062,11148.024799823761
bureau_501_DAYS_ENDDATE_FACT_max,1073,11113.968441009521
