SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,app_AMT_INCOME_TOTAL,app_AMT_CREDIT,app_AMT_ANNUITY,app_AMT_GOODS_PRICE,days_fdue-m-fdrw,days_ldue1-m-fdrw,days_ldue-m-fdrw,days_trm-m-fdrw,days_ldue1-m-fdue,days_ldue-m-fdue,days_trm-m-fdue,days_ldue-m-ldue1,days_trm-m-ldue1,days_trm-m-ldue,total_debt,AMT_CREDIT-dby-total_debt,AMT_GOODS_PRICE-dby-total_debt,AMT_GOODS_PRICE-dby-AMT_CREDIT,AMT_ANNUITY-dby-app_AMT_INCOME_TOTAL,AMT_APPLICATION-dby-app_AMT_INCOME_TOTAL,AMT_CREDIT-dby-app_AMT_INCOME_TOTAL,AMT_GOODS_PRICE-dby-app_AMT_INCOME_TOTAL,AMT_ANNUITY-m-app_AMT_INCOME_TOTAL,AMT_APPLICATION-m-app_AMT_INCOME_TOTAL,AMT_CREDIT-m-app_AMT_INCOME_TOTAL,AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL,AMT_ANNUITY-dby-app_AMT_CREDIT,AMT_APPLICATION-dby-app_AMT_CREDIT,AMT_CREDIT-dby-app_AMT_CREDIT,AMT_GOODS_PRICE-dby-app_AMT_CREDIT,AMT_ANNUITY-m-app_AMT_CREDIT,AMT_APPLICATION-m-app_AMT_CREDIT,AMT_CREDIT-m-app_AMT_CREDIT,AMT_GOODS_PRICE-m-app_AMT_CREDIT,AMT_ANNUITY-m-app_AMT_CREDIT-dby-app_AMT_INCOME_TOTAL,AMT_APPLICATION-m-app_AMT_CREDIT-dby-app_AMT_INCOME_TOTAL,AMT_CREDIT-m-app_AMT_CREDIT-dby-app_AMT_INCOME_TOTAL,AMT_GOODS_PRICE-m-app_AMT_CREDIT-dby-app_AMT_INCOME_TOTAL,AMT_ANNUITY-dby-app_AMT_ANNUITY,AMT_APPLICATION-dby-app_AMT_ANNUITY,AMT_CREDIT-dby-app_AMT_ANNUITY,AMT_GOODS_PRICE-dby-app_AMT_ANNUITY,AMT_ANNUITY-m-app_AMT_ANNUITY,AMT_APPLICATION-m-app_AMT_ANNUITY,AMT_CREDIT-m-app_AMT_ANNUITY,AMT_GOODS_PRICE-m-app_AMT_ANNUITY,AMT_ANNUITY-m-app_AMT_ANNUITY-dby-app_AMT_INCOME_TOTAL,AMT_APPLICATION-m-app_AMT_ANNUITY-dby-app_AMT_INCOME_TOTAL,AMT_CREDIT-m-app_AMT_ANNUITY-dby-app_AMT_INCOME_TOTAL,AMT_GOODS_PRICE-m-app_AMT_ANNUITY-dby-app_AMT_INCOME_TOTAL,AMT_ANNUITY-dby-app_AMT_GOODS_PRICE,AMT_APPLICATION-dby-app_AMT_GOODS_PRICE,AMT_CREDIT-dby-app_AMT_GOODS_PRICE,AMT_GOODS_PRICE-dby-app_AMT_GOODS_PRICE,AMT_ANNUITY-m-app_AMT_GOODS_PRICE,AMT_APPLICATION-m-app_AMT_GOODS_PRICE,AMT_CREDIT-m-app_AMT_GOODS_PRICE,AMT_GOODS_PRICE-m-app_AMT_GOODS_PRICE,AMT_ANNUITY-m-app_AMT_GOODS_PRICE-dby-app_AMT_INCOME_TOTAL,AMT_APPLICATION-m-app_AMT_GOODS_PRICE-dby-app_AMT_INCOME_TOTAL,AMT_CREDIT-m-app_AMT_GOODS_PRICE-dby-app_AMT_INCOME_TOTAL,AMT_GOODS_PRICE-m-app_AMT_GOODS_PRICE-dby-app_AMT_INCOME_TOTAL,cnt_paid,cnt_paid_ratio,cnt_unpaid,amt_paid,amt_unpaid,active,completed,future_payment_1m,future_payment_2m,future_payment_3m,future_payment_4m,future_payment_5m,future_payment_6m,future_payment_7m,future_payment_8m,future_payment_9m,future_payment_10m,future_payment_11m,future_payment_12m,future_payment_13m,future_payment_14m,future_payment_15m,future_payment_16m,future_payment_17m,future_payment_18m,future_payment_19m,future_payment_20m,future_payment_21m,future_payment_22m,future_payment_23m,future_payment_24m,future_payment_25m,future_payment_26m,future_payment_27m,future_payment_28m,future_payment_29m,future_payment_30m,future_payment_31m,future_payment_32m,future_payment_33m,future_payment_34m,future_payment_35m,future_payment_36m,future_payment_37m,future_payment_38m,future_payment_39m,future_payment_40m,future_payment_41m,future_payment_42m,future_payment_43m,future_payment_44m,future_payment_45m,future_payment_46m,future_payment_47m,future_payment_48m,future_payment_49m,future_payment_50m,future_payment_51m,future_payment_52m,future_payment_53m,future_payment_54m,future_payment_55m,future_payment_56m,future_payment_57m,future_payment_58m,future_payment_59m,future_payment_60m,future_payment_61m,future_payment_62m,future_payment_63m,future_payment_64m,future_payment_65m,future_payment_66m,future_payment_67m,future_payment_68m,future_payment_69m,future_payment_70m,future_payment_71m,future_payment_72m,future_payment_73m,future_payment_74m,future_payment_75m,future_payment_76m,future_payment_77m,future_payment_78m,future_payment_79m,future_payment_80m,past_payment_1m,past_payment_2m,past_payment_3m,past_payment_4m,past_payment_5m,past_payment_6m,past_payment_7m,past_payment_8m,past_payment_9m,past_payment_10m,past_payment_11m,past_payment_12m,past_payment_13m,past_payment_14m,past_payment_15m,past_payment_16m,past_payment_17m,past_payment_18m,past_payment_19m,past_payment_20m,past_payment_21m,past_payment_22m,past_payment_23m,past_payment_24m,past_payment_25m,past_payment_26m,past_payment_27m,past_payment_28m,past_payment_29m,past_payment_30m,past_payment_31m,past_payment_32m,past_payment_33m,past_payment_34m,past_payment_35m,past_payment_36m,past_payment_37m,past_payment_38m,past_payment_39m,past_payment_40m,past_payment_41m,past_payment_42m,past_payment_43m,past_payment_44m,past_payment_45m,past_payment_46m,past_payment_47m,past_payment_48m,past_payment_49m,past_payment_50m,past_payment_51m,past_payment_52m,past_payment_53m,past_payment_54m,past_payment_55m,past_payment_56m,past_payment_57m,past_payment_58m,past_payment_59m,past_payment_60m,past_payment_61m,past_payment_62m,past_payment_63m,past_payment_64m,past_payment_65m,past_payment_66m,past_payment_67m,past_payment_68m,past_payment_69m,past_payment_70m,past_payment_71m,past_payment_72m,APP_CREDIT_PERC
2072203,103310,Cash loans,,0.0,0.0,,,TUESDAY,12,1,1,,,,XNA,Canceled,-6,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,,270000.0,225000.0,17905.5,225000.0,,,,,,,,,,,,,,,,0.0,0.0,,,-270000.0,-270000.0,,,0.0,0.0,,,-225000.0,-225000.0,,,-0.8333333333333334,-0.8333333333333334,,,0.0,0.0,,,-17905.5,-17905.5,,,-0.06631666666666666,-0.06631666666666666,,,0.0,0.0,,,-225000.0,-225000.0,,,-0.8333333333333334,-0.8333333333333334,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720716,103310,Cash loans,,0.0,0.0,,,THURSDAY,9,1,1,,,,XNA,Refused,-123,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,,270000.0,225000.0,17905.5,225000.0,,,,,,,,,,,,,,,,0.0,0.0,,,-270000.0,-270000.0,,,0.0,0.0,,,-225000.0,-225000.0,,,-0.8333333333333334,-0.8333333333333334,,,0.0,0.0,,,-17905.5,-17905.5,,,-0.06631666666666666,-0.06631666666666666,,,0.0,0.0,,,-225000.0,-225000.0,,,-0.8333333333333334,-0.8333333333333334,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798736,103310,Cash loans,32272.605,675000.0,767664.0,,675000.0,THURSDAY,8,1,1,,,,Repairs,Refused,-333,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,,270000.0,225000.0,17905.5,225000.0,,,,,,,,,,,1549085.04,0.4955596240216741,0.43574108752609214,0.8792909397861565,0.11952816666666667,2.5,2.8432,2.5,-237727.395,405000.0,497664.0,405000.0,0.1434338,3.0,3.41184,3.0,-192727.395,450000.0,542664.0,450000.0,-0.7138051666666666,1.6666666666666667,2.0098666666666665,1.6666666666666667,1.8023850213621513,37.69791404875597,42.87308368936919,37.69791404875597,14367.105,657094.5,749758.5,657094.5,0.053211499999999995,2.433683333333333,2.776883333333333,2.433683333333333,0.1434338,3.0,3.41184,3.0,-192727.395,450000.0,542664.0,450000.0,-0.7138051666666666,1.6666666666666667,2.0098666666666665,1.6666666666666667,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8792909397861565
1749983,103310,Cash loans,30121.47,225000.0,272889.0,,225000.0,WEDNESDAY,7,1,1,,,,XNA,Approved,-509,XNA,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,-470.0,-140.0,-170.0,-162.0,0.0,270000.0,225000.0,17905.5,225000.0,,,,,330.0,300.0,308.0,-30.0,-22.0,8.0,361457.64,0.7549681340253314,0.6224795801798517,0.8245110649384915,0.11156100000000001,0.8333333333333334,1.0107,0.8333333333333334,-239878.53,-45000.0,2889.0,-45000.0,0.1338732,1.0,1.21284,1.0,-194878.53,0.0,47889.0,0.0,-0.7217723333333333,0.0,0.17736666666666667,0.0,1.682246795677306,12.565971349585324,15.240512691631062,12.565971349585324,12215.970000000001,207094.5,254983.5,207094.5,0.04524433333333334,0.7670166666666667,0.9443833333333334,0.7670166666666667,0.1338732,1.0,1.21284,1.0,-194878.53,0.0,47889.0,0.0,-0.7217723333333333,0.0,0.17736666666666667,0.0,12.0,1.0,0.0,361457.64,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,30121.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8245110649384915
1900245,103310,Revolving loans,14625.0,0.0,292500.0,,,WEDNESDAY,7,1,1,,,,XAP,Approved,-509,XNA,XAP,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-460.0,-438.0,,,,0.0,270000.0,225000.0,17905.5,225000.0,22.0,,,,,,,,,,0.0,inf,,,0.05416666666666667,0.0,1.0833333333333333,,-255375.0,-270000.0,22500.0,,0.065,0.0,1.3,,-210375.0,-225000.0,67500.0,,-0.7791666666666667,-0.8333333333333334,0.25,,0.816788137723046,0.0,16.33576275446092,,-3280.5,-17905.5,274594.5,,-0.01215,-0.06631666666666666,1.0170166666666667,,0.065,0.0,1.3,,-210375.0,-225000.0,67500.0,,-0.7791666666666667,-0.8333333333333334,0.25,,0.0,,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1800962,103310,Cash loans,28462.995,225000.0,239850.0,,225000.0,MONDAY,8,1,1,,,,XNA,Approved,-700,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,,270000.0,225000.0,17905.5,225000.0,,,,,,,,,,,341555.94,0.7022275765428059,0.6587500718037578,0.9380863039399625,0.1054185,0.8333333333333334,0.8883333333333333,0.8333333333333334,-241537.005,-45000.0,-30150.0,-45000.0,0.1265022,1.0,1.066,1.0,-196537.005,0.0,14850.0,0.0,-0.7279148333333334,0.0,0.055,0.0,1.5896230208595123,12.565971349585324,13.395325458657954,12.565971349585324,10557.494999999999,207094.5,221944.5,207094.5,0.03910183333333333,0.7670166666666667,0.8220166666666666,0.7670166666666667,0.1265022,1.0,1.066,1.0,-196537.005,0.0,14850.0,0.0,-0.7279148333333334,0.0,0.055,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9380863039399625
1364925,103310,Consumer loans,3973.095,15750.0,13945.5,2250.0,15750.0,MONDAY,6,1,1,0.15130465533355214,,,XAP,Approved,-2555,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Stone,41,Connectivity,4.0,high,POS mobile with interest,,-2524.0,-2434.0,-2434.0,-2430.0,1.0,270000.0,225000.0,17905.5,225000.0,,,,,90.0,90.0,94.0,0.0,4.0,4.0,15892.38,0.8774960075205854,0.9910409894553239,1.1293965795417877,0.014715166666666666,0.058333333333333334,0.05165,0.058333333333333334,-266026.905,-254250.0,-256054.5,-254250.0,0.0176582,0.07,0.06198,0.07,-221026.905,-209250.0,-211054.5,-209250.0,-0.8186181666666666,-0.775,-0.7816833333333333,-0.775,0.22189243528524755,0.8796179944709726,0.7788389042472983,0.8796179944709726,-13932.405,-2155.5,-3960.0,-2155.5,-0.0516015,-0.007983333333333334,-0.014666666666666666,-0.007983333333333334,0.0176582,0.07,0.06198,0.07,-221026.905,-209250.0,-211054.5,-209250.0,-0.8186181666666666,-0.775,-0.7816833333333333,-0.775,4.0,1.0,0.0,15892.38,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3973.095,3973.095,3973.095,3973.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1293965795417877
1923339,107178,Consumer loans,6117.12,50670.0,50418.0,5067.0,50670.0,SATURDAY,13,1,1,0.0994579370345794,,,XAP,Approved,-860,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,,-829.0,-499.0,-529.0,-523.0,0.0,202500.0,808650.0,26086.5,675000.0,,,,,330.0,300.0,306.0,-30.0,-24.0,6.0,73405.44,0.686842827997489,0.6902758160703075,1.0049982149232417,0.030208,0.25022222222222223,0.24897777777777777,0.25022222222222223,-196382.88,-151830.0,-152082.0,-151830.0,0.007564607679465776,0.06265998887033945,0.06234835837506956,0.06265998887033945,-802532.88,-757980.0,-758232.0,-757980.0,-3.963125333333333,-3.7431111111111113,-3.7443555555555554,-3.7431111111111113,0.2344937036398137,1.942383991719855,1.9327238226668966,1.942383991719855,-19969.38,24583.5,24331.5,24583.5,-0.09861422222222223,0.1214,0.12015555555555556,0.1214,0.0090624,0.07506666666666667,0.07469333333333333,0.07506666666666667,-668882.88,-624330.0,-624582.0,-624330.0,-3.3031253333333335,-3.083111111111111,-3.0843555555555557,-3.083111111111111,12.0,1.0,0.0,73405.44,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,6117.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0049982149232417
1717837,107178,Consumer loans,7216.11,53955.0,61083.0,5400.0,53955.0,FRIDAY,12,1,1,0.08846007113233316,,,XAP,Approved,-1554,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,,-1523.0,-1193.0,-1193.0,-1188.0,0.0,202500.0,808650.0,26086.5,675000.0,,,,,330.0,330.0,335.0,0.0,5.0,5.0,86593.31999999999,0.7054008323043857,0.6230850139479581,0.8833063209076175,0.03563511111111111,0.26644444444444443,0.30164444444444444,0.26644444444444443,-195283.89,-148545.0,-141417.0,-148545.0,0.008923650528658875,0.06672231496939343,0.0755370061213133,0.06672231496939343,-801433.89,-754695.0,-747567.0,-754695.0,-3.957698222222222,-3.726888888888889,-3.691688888888889,-3.726888888888889,0.2766223908918406,2.0683111954459203,2.3415559772296017,2.0683111954459203,-18870.39,27868.5,34996.5,27868.5,-0.09318711111111111,0.13762222222222223,0.1728222222222222,0.13762222222222223,0.010690533333333333,0.07993333333333333,0.09049333333333333,0.07993333333333333,-667783.89,-621045.0,-613917.0,-621045.0,-3.2976982222222224,-3.0668888888888888,-3.031688888888889,-3.0668888888888888,12.0,1.0,0.0,86593.31999999999,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,7216.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8833063209076175
2210785,108000,Consumer loans,9424.35,116721.0,93375.0,23346.0,116721.0,SATURDAY,17,1,1,0.21783497711325608,,,XAP,Approved,-296,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,87,Connectivity,12.0,middle,POS mobile with interest,,-266.0,64.0,,,0.0,225000.0,746280.0,54306.0,675000.0,,,,,330.0,,,,,,113092.20000000001,0.8256537586146524,1.0320870935396074,1.2500240963855422,0.041886,0.51876,0.415,0.51876,-215575.65,-108279.0,-131625.0,-108279.0,0.012628437047756874,0.15640376266280753,0.12512059816690788,0.15640376266280753,-736855.65,-629559.0,-652905.0,-629559.0,-3.2749140000000003,-2.79804,-2.9018,-2.79804,0.17354159761352336,2.149320517069937,1.719423268147166,2.149320517069937,-44881.65,62415.0,39069.0,62415.0,-0.199474,0.2774,0.17364,0.2774,0.013962,0.17292,0.13833333333333334,0.17292,-665575.65,-558279.0,-581625.0,-558279.0,-2.958114,-2.48124,-2.585,-2.48124,9.0,0.75,3.0,84819.15000000001,28273.050000000003,1,0,9424.35,9424.35,9424.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9424.35,9424.35,9424.35,9424.35,9424.35,9424.35,9424.35,9424.35,9424.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500240963855422
