SK_ID_CURR,TARGET
100001,0.42733464631544393
100005,0.8543615624487116
100013,0.2851633021500082
100028,0.4604874446085672
100038,0.8920072214016084
100042,0.3970745117347776
100057,0.031121779090759888
100065,0.5029336944034137
100066,0.0992532414245856
100067,0.5767889381257181
100074,0.5118168389955687
100090,0.2692023633677991
100091,0.932196783193829
100092,0.5281470539963893
100106,0.5440054160512063
100107,0.8819547021171836
100109,0.5211308058427704
100117,0.284711964549483
100128,0.7836041358936484
100141,0.39344329558509766
100150,0.47570983095355324
100168,0.10510011488593468
100169,0.49017314951583785
100170,0.9479525685212539
100171,0.6511570654849828
100172,0.8256605941244051
100184,0.7923641884129329
100187,0.6990193664861316
100212,0.36184966354833414
100222,0.5474109634006237
100223,0.38388314459215495
100232,0.07461431150500575
100241,0.9218775644181848
100245,0.21891925160019696
100253,0.2811012637452815
100256,0.6264565895289677
100271,0.1658050221565731
100278,0.9943993106843919
100280,0.06230510421795503
100306,0.9475832923026424
100311,0.6385811587067126
100312,0.2094411619891679
100330,0.858115870671262
100331,0.4147792548826522
100352,0.7983956999835877
100358,0.5087600525192845
100367,0.14299195798457245
100382,0.48537255867388807
100384,0.8777695716395865
100385,0.5687058920072214
100386,0.27191038897095027
100399,0.39366896438536025
100404,0.4424544559330379
100416,0.1931314623338257
100422,0.23211061874281963
100426,0.42985803380928933
100438,0.43917200065649104
100444,0.8396110290497292
100445,0.7463892991957984
100446,0.474273756770064
100447,0.21777039225340555
100450,0.8581363860167405
100466,0.07137288691941572
100483,0.09389873625471853
100484,0.3430576070901034
100494,0.6792220580994583
100510,0.7983546692926309
100512,0.08624651239126867
100517,0.5753733792877072
100548,0.37309207287050716
100551,0.705420154275398
100552,0.5790251107828656
100553,0.12934925324142457
100561,0.784855571967832
100568,0.970786148038733
100569,0.15606023305432465
100591,0.8645576891514853
100592,0.3873092072870507
100602,0.36004431314623336
100607,0.6060027900869851
100613,0.5719062859018545
100617,0.6253282455276546
100618,0.6859100607254226
100622,0.5908829804693911
100625,0.5207615296241589
100677,0.8145207615296242
100699,0.20074265550631873
100702,0.9690833743640243
100711,0.38812982110618743
100729,0.8843344821926801
100740,0.9275603151157066
100744,0.8693582799934351
100745,0.47913589364844905
100747,0.8379903167569341
100751,0.9944608567208272
100752,0.27338749384539635
100753,0.8711225997045791
100754,0.9709297554570819
100760,0.2830707369112096
100762,0.7812859018545872
100763,0.25340554734941734
100765,0.14643853602494666
100770,0.7771418020679468
100772,0.36712210733628753
100777,0.4263499097324799
100791,0.15858362054817002
100792,0.015550631872640735
100797,0.3323896274413261
100823,0.3798416215329066
100826,0.3189520761529624
100830,0.28270146069259805
100836,0.9017314951583785
100872,0.7445224027572624
100910,0.47074511734777613
100913,0.7654890858362055
100918,0.0591662563597571
100931,0.016001969473165928
100952,0.4090349581486952
100953,0.30409896602658787
100965,0.8574798949614312
100970,0.3397341211225997
100982,0.8512432299359921
100983,0.940300344657804
100984,0.5437592319054653
100987,0.6173067454455933
100997,0.512616937469227
100998,0.9644879369768586
101002,0.1947521746266207
101005,0.7578778926637124
101008,0.985762350237978
101020,0.4911373707533235
101021,0.5709010339734121
101024,0.3176185786968653
101025,0.9630723781388478
101026,0.1534958148695224
101031,0.15839898243886427
101041,0.1595683571311341
101051,0.004944198260298703
101055,0.6628302970622025
101056,0.8954537994419826
101057,0.32541440997866405
101064,0.23030526834071885
101079,0.454291810274085
101087,0.10538732972263253
101090,0.32217298539307404
101092,0.7616937469226982
101097,0.8212908255375021
101099,0.4500246184145741
101107,0.8822829476448384
101118,0.46594452650582635
101125,0.7133801083210242
101126,0.07793779747250944
101128,0.021705235516166092
101136,0.7213195470211718
101140,0.9449368127359264
101149,0.7625348760873133
101160,0.8939561792220581
101169,0.9340431642868866
101181,0.4659855571967832
